date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate
2/9/2021,6862904,37830,33456.429,160130,137,130.143,101659.194,560.37,495.585,2371.982,2.029,1.928,1.04
3/9/2021,6904969,42065,34081.429,160282,152,132,102282.296,623.103,504.843,2374.234,2.252,1.955,1.04
4/9/2021,6941611,36642,34732.143,160428,146,133.714,102825.069,542.773,514.482,2376.397,2.163,1.981,1.03
5/9/2021,6978126,36515,35243.286,160592,164,137.286,103365.96,540.891,522.054,2378.826,2.429,2.034,1.03
6/9/2021,7018927,40801,37325.286,160749,157,144.143,103970.34,604.379,552.894,2381.151,2.326,2.135,1.02
7/9/2021,7056106,37179,38075,160915,166,149.571,104521.067,550.727,563.999,2383.61,2.459,2.216,1.02
8/9/2021,7094592,38486,38502.571,161058,143,152.143,105091.154,570.087,570.333,2385.729,2.118,2.254,1.01
9/9/2021,7132072,37480,38452.571,161238,180,158.286,105646.34,555.186,569.592,2388.395,2.666,2.345,1
10/9/2021,7168806,36734,37691,161388,150,158,106190.475,544.135,558.311,2390.617,2.222,2.34,0.99
11/9/2021,7197662,28856,36578.714,161533,145,157.857,106617.915,427.44,541.835,2392.765,2.148,2.338,0.99
12/9/2021,7226276,28614,35450,161674,141,154.571,107041.77,423.855,525.116,2394.853,2.089,2.29,0.98
13/9/2021,7256559,30283,33947.429,161793,119,149.143,107490.348,448.578,502.858,2396.616,1.763,2.209,0.98
14/9/2021,7282810,26251,32386.286,161963,170,149.714,107879.2,388.852,479.733,2399.134,2.518,2.218,0.98
15/9/2021,7312683,29873,31155.857,162132,169,153.429,108321.704,442.504,461.507,2401.638,2.503,2.273,0.98
16/9/2021,7339009,26326,29562.429,162294,162,150.857,108711.667,389.963,437.904,2404.037,2.4,2.235,0.98
17/9/2021,7371301,32292,28927.857,162478,184,155.714,109190.004,478.337,428.504,2406.763,2.726,2.307,0.98
18/9/2021,7400739,29438,29011,162615,137,154.571,109626.065,436.061,429.736,2408.792,2.029,2.29,0.99
19/9/2021,7429746,29007,29067.143,162752,137,154,110055.741,429.676,430.567,2410.822,2.029,2.281,1
20/9/2021,7465448,35702,29841.286,162911,159,159.714,110584.59,528.849,442.035,2413.177,2.355,2.366,1
21/9/2021,7496543,31095,30533.286,163050,139,155.286,111045.196,460.606,452.285,2415.236,2.059,2.3,1.01
22/9/2021,7530103,33560,31060,163209,159,153.857,111542.315,497.119,460.087,2417.591,2.355,2.279,1.01
23/9/2021,7565867,35764,32408.286,163358,149,152,112072.082,529.767,480.059,2419.798,2.207,2.252,1.01
24/9/2021,7601487,35620,32883.714,163499,141,145.857,112599.716,527.634,487.102,2421.887,2.089,2.161,1.02
25/9/2021,7631233,29746,32927.714,163627,128,144.571,113040.339,440.623,487.753,2423.783,1.896,2.142,1.02
26/9/2021,7664230,32997,33497.714,163738,111,140.857,113529.119,488.78,496.197,2425.427,1.644,2.086,1.02
27/9/2021,7701715,37485,33752.429,163865,127,136.286,114084.378,555.26,499.97,2427.308,1.881,2.019,1.03
28/9/2021,7736235,34520,34241.714,163986,121,133.714,114595.718,511.34,507.218,2429.101,1.792,1.981,1.03
29/9/2021,7771294,35059,34455.857,164128,142,131.286,115115.042,519.324,510.39,2431.204,2.103,1.945,1.03
30/9/2021,7807036,35742,34452.714,164257,129,128.429,115644.483,529.441,510.343,2433.115,1.911,1.902,1.03
1/10/2021,7841625,34589,34305.429,164396,139,128.143,116156.845,512.362,508.161,2435.174,2.059,1.898,1.03
2/10/2021,7871014,29389,34254.429,164514,118,126.714,116592.18,435.335,507.406,2436.922,1.748,1.877,1.03
3/10/2021,7900680,29666,33778.571,164621,107,126.143,117031.618,439.438,500.357,2438.507,1.585,1.869,1.03
4/10/2021,7934936,34256,33317.286,164734,113,124.143,117539.047,507.429,493.524,2440.181,1.674,1.839,1.04
5/10/2021,7967985,33049,33107.143,164869,135,126.143,118028.597,489.55,490.411,2442.18,2,1.869,1.04
6/10/2021,8006660,38675,33623.714,164983,114,122.143,118601.484,572.887,498.063,2443.869,1.689,1.809,1.05
7/10/2021,8046390,39730,34193.429,165116,133,122.714,119189.999,588.515,506.502,2445.839,1.97,1.818,1.05
8/10/2021,8081300,34910,34239.286,165238,122,120.286,119707.116,517.117,507.182,2447.646,1.807,1.782,1.05
9/10/2021,8120713,39413,35671.286,165359,121,120.714,120290.935,583.819,528.394,2449.439,1.792,1.788,1.06
10/10/2021,8154306,33593,36232.286,165474,115,121.857,120788.543,497.608,536.704,2451.142,1.703,1.805,1.06
11/10/2021,8193769,39463,36976.143,165612,138,125.429,121373.102,584.56,547.722,2453.186,2.044,1.858,1.06
12/10/2021,8231437,37668,37636,165748,136,125.571,121931.073,557.971,557.497,2455.201,2.015,1.86,1.07
13/10/2021,8272883,41446,38031.857,165885,137,128.857,122545.006,613.934,563.36,2457.23,2.029,1.909,1.07
14/10/2021,8317439,44556,38721.286,166046,161,132.857,123205.008,660.002,573.573,2459.615,2.385,1.968,1.07
15/10/2021,8361651,44212,40050.143,166186,140,135.429,123859.914,654.906,593.257,2461.689,2.074,2.006,1.07
16/10/2021,8404469,42818,40536.571,166338,152,139.857,124494.171,634.257,600.462,2463.94,2.252,2.072,1.07
17/10/2021,8449165,44696,42122.714,166479,141,143.571,125156.246,662.075,623.958,2466.029,2.089,2.127,1.07
18/10/2021,8497868,48703,43442.714,166618,139,143.714,125877.676,721.43,643.511,2468.088,2.059,2.129,1.06
19/10/2021,8541192,43324,44250.714,166761,143,144.714,126519.428,641.752,655.479,2470.206,2.118,2.144,1.06
20/10/2021,8589737,48545,45264.857,166915,154,147.143,127238.518,719.09,670.502,2472.487,2.281,2.18,1.05
21/10/2021,8641221,51484,46254.571,167080,165,147.714,128001.143,762.625,685.162,2474.932,2.444,2.188,1.04
22/10/2021,8689949,48728,46899.714,167231,151,149.286,128722.944,721.801,694.719,2477.168,2.237,2.211,1.04
23/10/2021,8734934,44985,47209.286,167403,172,152.143,129389.3,666.356,699.304,2479.716,2.548,2.254,1.03
24/10/2021,8773674,38740,46358.429,167570,167,155.857,129963.15,573.85,686.701,2482.19,2.474,2.309,1.02
25/10/2021,8809774,36100,44558,167719,149,157.286,130497.894,534.744,660.031,2484.397,2.207,2.33,1.01
26/10/2021,8853227,43453,44576.429,167898,179,162.429,131141.557,643.663,660.304,2487.049,2.652,2.406,1
27/10/2021,8897149,43922,43916,168075,177,165.714,131792.167,650.61,650.521,2489.67,2.622,2.455,1
28/10/2021,8936155,39006,42133.429,168274,199,170.571,132369.958,577.79,624.116,2492.618,2.948,2.527,0.99
29/10/2021,8979236,43081,41326.714,168459,185,175.429,133008.11,638.153,612.167,2495.359,2.74,2.599,0.99
30/10/2021,9019962,40726,40718.286,168624,165,174.429,133611.378,603.268,603.154,2497.803,2.444,2.584,0.98
31/10/2021,9057629,37667,40565,168820,196,178.571,134169.334,557.956,600.883,2500.706,2.903,2.645,0.98
1/11/2021,9097311,39682,41076.714,169012,192,184.714,134757.138,587.804,608.463,2503.55,2.844,2.736,0.98
2/11/2021,9130857,33546,39661.429,169177,165,182.714,135254.05,496.912,587.499,2505.994,2.444,2.707,0.97
3/11/2021,9171660,40803,39215.857,169361,184,183.714,135858.459,604.409,580.899,2508.72,2.726,2.721,0.97
4/11/2021,9208219,36559,38866.286,169530,169,179.429,136400.002,541.543,575.721,2511.223,2.503,2.658,0.97
5/11/2021,9241916,33697,37525.714,169696,166,176.714,136899.151,499.149,555.863,2513.682,2.459,2.618,0.97
6/11/2021,9272066,30150,36014.857,169867,171,177.571,137345.758,446.608,533.483,2516.215,2.533,2.63,0.97
7/11/2021,9301909,29843,34897.143,170028,161,172.571,137787.818,442.06,516.926,2518.6,2.385,2.556,0.98
8/11/2021,9333891,31982,33797.143,170189,161,168.143,138261.563,473.745,500.632,2520.985,2.385,2.491,0.98
9/11/2021,9366676,32785,33688.429,170346,157,167,138747.202,485.639,499.022,2523.31,2.326,2.474,0.99
10/11/2021,9406001,39325,33477.286,170516,170,165,139329.718,582.515,495.894,2525.829,2.518,2.444,1
11/11/2021,9448402,42401,34311.857,170674,158,163.429,139957.798,628.08,508.257,2528.169,2.34,2.421,1.01
12/11/2021,9487302,38900,35055.143,170820,146,160.571,140534.018,576.22,519.267,2530.332,2.163,2.379,1.02
13/11/2021,9524971,37669,36129.286,170972,152,157.857,141092.003,557.985,535.178,2532.583,2.252,2.338,1.02
14/11/2021,9561099,36128,37027.143,171106,134,154,141627.162,535.159,548.478,2534.568,1.985,2.281,1.03
15/11/2021,9600369,39270,38068.286,171277,171,155.429,142208.863,581.701,563.9,2537.101,2.533,2.302,1.03
16/11/2021,9637190,36821,38644.857,171443,166,156.714,142754.287,545.424,572.441,2539.56,2.459,2.321,1.04
17/11/2021,9675058,37868,38436.714,171570,127,150.571,143315.22,560.933,569.357,2541.441,1.881,2.23,1.04
18/11/2021,9721916,46858,39073.429,171701,131,146.714,144009.32,694.101,578.789,2543.382,1.94,2.173,1.05
19/11/2021,9766153,44237,39835.857,171843,142,146.143,144664.597,655.276,590.083,2545.485,2.103,2.165,1.05
20/11/2021,9806034,39881,40151.857,171986,143,144.857,145255.348,590.751,594.764,2547.603,2.118,2.146,1.06
21/11/2021,9845492,39458,40627.571,172107,121,143,145839.834,584.486,601.81,2549.396,1.792,2.118,1.06
22/11/2021,9889926,44434,41365.286,172238,131,137.286,146498.028,658.194,612.738,2551.336,1.94,2.034,1.06
23/11/2021,9932408,42482,42174,172388,150,135,147127.308,629.28,624.717,2553.558,2.222,2,1.06
24/11/2021,9974843,42435,42826.429,172512,124,134.571,147755.891,628.583,634.382,2555.395,1.837,1.993,1.06
25/11/2021,10021497,46654,42797.286,172653,141,136,148446.97,691.079,633.95,2557.484,2.089,2.015,1.07
26/11/2021,10070841,49344,43526.857,172785,132,134.571,149177.896,730.925,644.757,2559.439,1.955,1.993,1.07
27/11/2021,10110408,39567,43482,172909,124,131.857,149763.996,586.1,644.093,2561.276,1.837,1.953,1.07
28/11/2021,10146915,36507,43060.429,173053,144,135.143,150304.769,540.773,637.848,2563.409,2.133,2.002,1.07
29/11/2021,10189059,42144,42733.286,173197,144,137,150929.041,624.273,633.002,2565.542,2.133,2.029,1.08
30/11/2021,10228772,39713,42337.714,173319,122,133,151517.304,588.263,627.142,2567.349,1.807,1.97,1.08
1/12/2021,10276007,47235,43023.429,173457,138,135,152216.989,699.685,637.3,2569.393,2.044,2,1.09
2/12/2021,10329074,53067,43939.571,173580,123,132.429,153003.063,786.074,650.87,2571.215,1.822,1.962,1.1
3/12/2021,10379647,50573,44115.143,173727,147,134.571,153752.194,749.13,653.471,2573.393,2.177,1.993,1.1
4/12/2021,10421104,41457,44385.143,173890,163,140.143,154366.29,614.096,657.471,2575.807,2.414,2.076,1.11
5/12/2021,10464389,43285,45353.429,174007,117,136.286,155007.464,641.174,671.814,2577.54,1.733,2.019,1.12
6/12/2021,10515239,50850,46597.143,174150,143,136.143,155760.698,753.234,690.237,2579.658,2.118,2.017,1.13
7/12/2021,10560341,45102,47367,174282,132,137.571,156428.787,668.089,701.64,2581.614,1.955,2.038,1.13
8/12/2021,10610958,50617,47850.143,174415,133,136.857,157178.57,749.782,708.797,2583.584,1.97,2.027,1.14
9/12/2021,10660981,50023,47415.286,174547,132,138.143,157919.553,740.983,702.356,2585.539,1.955,2.046,1.15
10/12/2021,10719165,58184,48502.571,174669,122,134.571,158781.424,861.871,718.462,2587.346,1.807,1.993,1.17
11/12/2021,10771444,52279,50048.571,174778,109,126.857,159555.825,774.401,741.362,2588.961,1.615,1.879,1.18
12/12/2021,10819515,48071,50732.286,174915,137,129.714,160267.894,712.069,751.49,2590.99,2.029,1.921,1.19
13/12/2021,10873468,53953,51175.571,175028,113,125.429,161067.092,799.198,758.056,2592.664,1.674,1.858,1.21
14/12/2021,10932545,59077,53172,175180,152,128.286,161942.191,875.099,787.629,2594.916,2.252,1.9,1.23
15/12/2021,11010286,77741,57046.857,175300,120,126.429,163093.757,1151.566,845.027,2596.693,1.778,1.873,1.24
16/12/2021,11097851,87565,62410,175418,118,124.429,164390.844,1297.088,924.47,2598.441,1.748,1.843,1.26
17/12/2021,11190354,92503,67312.714,175549,131,125.714,165761.078,1370.233,997.093,2600.382,1.94,1.862,1.27
18/12/2021,11279428,89074,72569.143,175656,107,125.429,167080.518,1319.44,1074.956,2601.967,1.585,1.858,1.27
19/12/2021,11361387,81959,77410.286,175773,117,122.571,168294.565,1214.047,1146.667,2603.7,1.733,1.816,1.27
20/12/2021,11453121,91734,82807.571,175909,136,125.857,169653.407,1358.842,1226.616,2605.714,2.015,1.864,1.28
21/12/2021,11542143,89022,87085.429,176021,112,120.143,170972.077,1318.67,1289.984,2607.373,1.659,1.78,1.28
22/12/2021,11647473,105330,91026.714,176157,136,122.429,172532.315,1560.238,1348.365,2609.388,2.015,1.814,1.28
23/12/2021,11769921,122448,96010,176293,136,125,174346.119,1813.804,1422.182,2611.402,2.015,1.852,1.28
24/12/2021,11891292,121371,100134,176410,117,123,176143.97,1797.851,1483.27,2613.136,1.733,1.822,1.28
25/12/2021,12013153,121861,104817.857,176522,112,123.714,177949.079,1805.109,1552.652,2614.795,1.659,1.833,1.28
26/12/2021,12132098,118945,110101.571,176638,116,123.571,179710.994,1761.915,1630.918,2616.513,1.718,1.83,1.28
27/12/2021,12239797,107699,112382.286,176771,133,123.143,181306.324,1595.33,1664.702,2618.483,1.97,1.824,1.27
28/12/2021,12377822,138025,119382.714,176933,162,130.286,183350.868,2044.544,1768.399,2620.883,2.4,1.93,1.27
29/12/2021,12559926,182104,130350.429,177065,132,129.714,186048.348,2697.48,1930.862,2622.838,1.955,1.921,1.26
30/12/2021,12748050,188124,139732.714,177242,177,135.571,188835.001,2786.653,2069.84,2625.46,2.622,2.008,1.25
31/12/2021,12937886,189836,149513.429,177397,155,141,191647.014,2812.013,2214.721,2627.756,2.296,2.089,1.24
1/1/2022,13100458,162572,155329.286,177573,176,150.143,194055.169,2408.155,2300.87,2630.363,2.607,2.224,1.22
2/1/2022,13235401,134943,157614.714,177742,169,157.714,196054.06,1998.891,2334.724,2632.866,2.503,2.336,1.2
3/1/2022,13422815,187414,169002.571,177921,179,164.286,198830.196,2776.136,2503.41,2635.518,2.652,2.434,1.18
4/1/2022,13641520,218705,180528.286,178123,202,170,202069.842,3239.645,2674.139,2638.51,2.992,2.518,1.16
5/1/2022,13835334,193814,182201.143,178303,180,176.857,204940.78,2870.938,2698.919,2641.176,2.666,2.62,1.13
6/1/2022,14015065,179731,181002.143,178521,218,182.714,207603.109,2662.329,2681.158,2644.405,3.229,2.707,1.11
7/1/2022,14193228,178163,179334.571,178748,227,193,210242.211,2639.102,2656.457,2647.768,3.363,2.859,1.08
8/1/2022,14333794,140566,176190.857,178964,216,198.714,212324.395,2082.184,2609.889,2650.968,3.2,2.944,1.06
9/1/2022,14475192,141398,177113,179205,241,209,214418.903,2094.508,2623.549,2654.537,3.57,3.096,1.03
10/1/2022,14617314,142122,170642.714,179447,242,218,216524.135,2105.232,2527.706,2658.122,3.585,3.229,1.01
11/1/2022,14732594,115280,155867.714,179680,233,222.429,218231.761,1707.626,2308.846,2661.574,3.451,3.295,0.99
12/1/2022,14862138,129544,146686.286,179918,238,230.714,220150.678,1918.916,2172.843,2665.099,3.525,3.418,0.97
13/1/2022,14967817,105679,136107.429,180159,241,234,221716.085,1565.408,2016.139,2668.669,3.57,3.466,0.96
14/1/2022,15066395,98578,124738.143,180393,234,235,223176.307,1460.222,1847.728,2672.135,3.466,3.481,0.95
15/1/2022,15147120,80725,116189.429,180652,259,241.143,224372.074,1195.768,1721.097,2675.972,3.837,3.572,0.95
16/1/2022,15217280,70160,106012.571,180908,256,243.286,225411.344,1039.27,1570.349,2679.764,3.792,3.604,0.94
17/1/2022,15305410,88130,98299.429,181139,231,241.714,226716.801,1305.457,1456.095,2683.186,3.422,3.58,0.94
18/1/2022,15399300,93890,95243.714,181372,233,241.714,228107.58,1390.779,1410.831,2686.637,3.451,3.58,0.95
19/1/2022,15506750,107450,92087.429,181593,221,239.286,229699.221,1591.641,1364.078,2689.911,3.274,3.545,0.96
20/1/2022,15613283,106533,92209.429,181794,201,233.571,231277.279,1578.058,1365.885,2692.888,2.977,3.46,0.98
21/1/2022,15709059,95776,91809.143,182041,247,235.429,232695.994,1418.716,1359.955,2696.547,3.659,3.487,0.99
22/1/2022,15784488,75429,91052.571,182262,221,230,233813.313,1117.319,1348.748,2699.82,3.274,3.407,1
23/1/2022,15859288,74800,91715.429,182480,218,224.571,234921.315,1108.001,1358.567,2703.05,3.229,3.327,1.02
24/1/2022,15953685,94397,92610.714,182707,227,224,236319.604,1398.289,1371.829,2706.412,3.363,3.318,1.03
25/1/2022,16047716,94031,92630.857,182901,194,218.429,237712.471,1392.867,1372.127,2709.286,2.874,3.236,1.06
26/1/2022,16149319,101603,91795.571,183097,196,214.857,239217.502,1505.03,1359.754,2712.189,2.903,3.183,1.09
27/1/2022,16245474,96155,90313,183316,219,217.429,240641.831,1424.33,1337.793,2715.433,3.244,3.221,1.12
28/1/2022,16333980,88506,89274.429,183517,201,210.857,241952.858,1311.026,1322.409,2718.41,2.977,3.123,1.15
29/1/2022,16406123,72143,88805,183698,181,205.143,243021.502,1068.644,1315.455,2721.092,2.681,3.039,1.18
30/1/2022,16468522,62399,87033.429,183889,191,201.286,243945.809,924.307,1289.213,2723.921,2.829,2.982,1.22
31/1/2022,17315893,,,184096,207,198.429,256497.792,,,2726.987,3.066,2.939,1.24
1/2/2022,17428345,112452,76179.714,184301,,,258163.527,1665.735,1128.439,2730.024,,,1.18
2/2/2022,17515199,86854,74072.714,184487,186,169.286,259450.082,1286.556,1097.228,2732.779,2.755,2.508,1.12
3/2/2022,17607832,92633,73569.571,184677,190,165.143,260822.241,1372.159,1089.775,2735.593,2.814,2.446,1.06
4/2/2022,17689885,82053,72647.714,184836,159,159.143,262037.68,1215.439,1076.12,2737.949,2.355,2.357,1.01
5/2/2022,17749999,60114,70929.286,185007,171,157.714,262928.14,890.46,1050.665,2740.482,2.533,2.336,0.97
6/2/2022,17803325,53326,69633.143,185165,158,153,263718.051,789.91,1031.466,2742.822,2.34,2.266,0.93
7/2/2022,17866632,63307,78677,185304,139,143.286,264655.808,937.757,1165.431,2744.881,2.059,2.122,0.89
8/2/2022,17932803,66171,72065.429,185463,159,166,265635.989,980.181,1067.495,2747.236,2.355,2.459,0.87
9/2/2022,18000119,67316,69274.286,185607,144,160,266633.131,997.142,1026.15,2749.369,2.133,2.37,0.86
10/2/2022,18162199,162080,79195.286,185730,123,150.429,269033.999,2400.867,1173.108,2751.191,1.822,2.228,0.85
11/2/2022,18220515,58316,75804.286,185871,141,147.857,269897.825,863.826,1122.878,2753.28,2.089,2.19,0.83
12/2/2022,18266015,45500,73716.571,186015,144,144,270571.81,673.985,1091.953,2755.413,2.133,2.133,0.82
13/2/2022,18306859,40844,71933.429,186141,126,139.429,271176.826,605.016,1065.539,2757.279,1.866,2.065,0.8
14/2/2022,18348029,41170,68771,186297,156,141.857,271786.671,609.845,1018.695,2759.59,2.311,2.101,0.78
15/2/2022,18393951,45922,65878.286,186430,133,138.143,272466.907,680.236,975.845,2761.56,1.97,2.046,0.78
16/2/2022,18447706,53755,63941,186561,131,136.286,273263.172,796.265,947.149,2763.501,1.94,2.019,0.78
17/2/2022,18499058,51352,48122.714,186686,125,136.571,274023.842,760.67,712.835,2765.352,1.852,2.023,0.79
18/2/2022,18546205,47147,46527.143,186813,127,134.571,274722.223,698.382,689.2,2767.234,1.881,1.993,0.8
19/2/2022,18585423,39218,45629.714,186934,121,131.286,275303.154,580.931,675.906,2769.026,1.792,1.945,0.8
20/2/2022,18616433,31010,44224.857,187059,125,131.143,275762.501,459.347,655.096,2770.878,1.852,1.943,0.8
21/2/2022,18654572,38139,43791.857,187169,110,124.571,276327.448,564.947,648.682,2772.507,1.629,1.845,0.8
22/2/2022,18695448,40876,43071,187289,120,122.714,276932.938,605.49,638.004,2774.285,1.778,1.818,0.82
23/2/2022,18734683,39235,40996.714,187406,117,120.714,277514.121,581.182,607.278,2776.018,1.733,1.788,0.84
24/2/2022,18773164,38481,39158,187531,125,120.714,278084.134,570.013,580.042,2777.869,1.852,1.788,0.87
25/2/2022,18804765,31601,36937.143,187651,120,119.714,278552.235,468.101,547.144,2779.647,1.778,1.773,0.89
26/2/2022,18804765,0,31334.571,187754,103,117.143,278552.235,0,464.154,2781.173,1.526,1.735,0.92
27/2/2022,18804765,0,26904.571,187873,119,116.286,278552.235,0,398.533,2782.935,1.763,1.723,0.95
28/2/2022,18886701,81936,33161.286,187978,105,115.571,279765.941,1213.706,491.213,2784.491,1.555,1.712,0.98
1/3/2022,18985568,98867,41445.714,188084,106,113.571,281230.443,1464.502,613.929,2786.061,1.57,1.682,1.01
2/3/2022,19029321,43753,42091.143,188229,145,117.571,281878.55,648.107,623.49,2788.209,2.148,1.742,1.03
3/3/2022,19074696,45375,43076,188334,105,114.714,282550.683,672.133,638.078,2789.764,1.555,1.699,1.05
4/3/2022,19119181,44485,44916.571,188444,110,113.286,283209.633,658.95,665.343,2791.393,1.629,1.678,1.07
5/3/2022,19119181,0,44916.571,188545,101,113,283209.633,0,665.343,2792.89,1.496,1.674,1.09
6/3/2022,19119181,0,44916.571,188638,93,109.286,283209.633,0,665.343,2794.267,1.378,1.619,1.11
7/3/2022,19245301,126120,51228.571,188762,124,112,285077.83,1868.197,758.841,2796.104,1.837,1.659,1.14
8/3/2022,19307014,61713,45920.857,188881,119,113.857,285991.976,914.146,680.219,2797.867,1.763,1.687,1.15
9/3/2022,19373884,66870,49223.286,188988,107,108.429,286982.511,990.536,729.137,2799.452,1.585,1.606,1.17
10/3/2022,19457976,84092,54754.286,189102,114,109.714,288228.154,1245.643,811.067,2801.14,1.689,1.625,1.18
11/3/2022,19530485,72509,58757.714,189223,121,111.286,289302.219,1074.065,870.369,2802.933,1.792,1.648,1.19
12/3/2022,19530485,0,58757.714,189343,120,114,289302.219,0,870.369,2804.71,1.778,1.689,1.2
13/3/2022,19530485,0,58757.714,189454,111,116.571,289302.219,0,870.369,2806.354,1.644,1.727,1.21
14/3/2022,19700952,170467,65093,189594,140,118.857,291827.322,2525.103,964.213,2808.428,2.074,1.761,1.22
15/3/2022,19820181,119229,73309.571,189715,121,119.143,293593.444,1766.122,1085.924,2810.221,1.792,1.765,1.22
16/3/2022,19911155,90974,76753,189861,146,124.714,294941.028,1347.585,1136.931,2812.383,2.163,1.847,1.21
17/3/2022,20001627,90472,77664.429,189999,138,128.143,296281.177,1340.149,1150.432,2814.427,2.044,1.898,1.2
18/3/2022,20093762,92135,80468.143,190169,170,135.143,297645.959,1364.782,1191.963,2816.946,2.518,2.002,1.19
19/3/2022,20093762,0,80468.143,190334,165,141.571,297645.959,0,1191.963,2819.39,2.444,2.097,1.17
20/3/2022,20093762,0,80468.143,190507,173,150.429,297645.959,0,1191.963,2821.952,2.563,2.228,1.16
21/3/2022,20319434,225672,88354.571,190668,161,153.429,300988.805,3342.846,1308.783,2824.337,2.385,2.273,1.15
22/3/2022,20413731,94297,84792.857,190835,167,160,302385.613,1396.808,1256.024,2826.811,2.474,2.37,1.14
23/3/2022,20515998,102267,86406.143,190993,158,161.714,303900.479,1514.866,1279.922,2829.151,2.34,2.395,1.12
24/3/2022,20613817,97819,87455.714,191157,164,165.429,305349.458,1448.979,1295.469,2831.581,2.429,2.45,1.1
25/3/2022,20691123,77306,85337.286,191338,181,167,306494.58,1145.122,1264.089,2834.262,2.681,2.474,1.08
26/3/2022,20691123,0,85337.286,191498,160,166.286,306494.58,0,1264.089,2836.632,2.37,2.463,1.06
27/3/2022,20691123,0,85337.286,191656,158,164.143,306494.58,0,1264.089,2838.972,2.34,2.431,1.04
28/3/2022,20905515,214392,83725.857,191832,176,166.286,309670.338,3175.757,1240.219,2841.579,2.607,2.463,1.02
29/3/2022,20986171,80656,81777.143,192025,193,170,310865.083,1194.746,1211.353,2844.438,2.859,2.518,1
30/3/2022,21073009,86838,79573,192204,179,173,312151.402,1286.319,1178.703,2847.09,2.652,2.563,0.97
31/3/2022,21147425,74416,76229.714,192396,192,177,313253.715,1102.313,1129.18,2849.934,2.844,2.622,0.95
1/4/2022,21216874,69449,75107.286,192600,204,180.286,314282.453,1028.738,1112.553,2852.956,3.022,2.671,0.93
2/4/2022,21216874,0,75107.286,192790,190,184.571,314282.453,0,1112.553,2855.77,2.814,2.734,0.91
3/4/2022,21216874,0,75107.286,192979,189,189,314282.453,0,1112.553,2858.57,2.8,2.8,0.89
4/4/2022,21359681,142807,64880.857,193154,175,188.857,316397.832,2115.379,961.071,2861.162,2.592,2.798,0.87
5/4/2022,21410305,50624,60590.571,193354,200,189.857,317147.718,749.886,897.519,2864.125,2.963,2.812,0.85
6/4/2022,21461556,51251,55506.714,193549,,,317906.892,759.174,822.213,2867.013,,,0.83
7/4/2022,21508546,46990,51588.714,193780,231,169.857,318602.948,696.056,764.176,2870.435,3.422,2.516,0.82
8/4/2022,21549830,41284,47565.143,194016,236,174.429,319214.481,611.534,704.576,2873.931,3.496,2.584,0.81
9/4/2022,21549830,0,47565.143,194189,173,172,319214.481,0,704.576,2876.493,2.563,2.548,0.8
10/4/2022,21549830,0,47565.143,194386,197,173.143,319214.481,0,704.576,2879.411,2.918,2.565,0.79
11/4/2022,21641004,91174,40189,194571,185,174.571,320565.029,1350.547,595.314,2882.152,2.74,2.586,0.78
12/4/2022,21679280,38276,38425,194768,197,174.143,321132.005,566.977,569.184,2885.07,2.918,2.58,0.77
13/4/2022,21715116,35836,36222.857,194987,219,205.429,321662.839,530.833,536.564,2888.314,3.244,3.043,0.76
14/4/2022,21747638,32522,34156,195178,191,199.714,322144.582,481.744,505.948,2891.143,2.829,2.958,0.76
15/4/2022,21747638,0,28258.286,195347,169,190.143,322144.582,0,418.586,2893.647,2.503,2.817,0.76
16/4/2022,21747638,0,28258.286,195511,164,188.857,322144.582,0,418.586,2896.076,2.429,2.798,0.77
17/4/2022,21747638,0,28258.286,195671,160,183.571,322144.582,0,418.586,2898.446,2.37,2.719,0.78
18/4/2022,21747638,0,15233.429,195842,171,181.571,322144.582,0,225.651,2900.979,2.533,2.69,0.79
19/4/2022,21863944,116306,26380.571,195999,157,175.857,323867.406,1722.824,390.772,2903.305,2.326,2.605,0.81
20/4/2022,21890037,26093,24988.714,196157,158,167.143,324253.918,386.512,370.154,2905.645,2.34,2.476,0.81
21/4/2022,21909509,19472,23124.429,196318,161,162.857,324542.354,288.436,342.539,2908.03,2.385,2.412,0.8
22/4/2022,21933206,23697,26509.714,196469,151,160.286,324893.374,351.02,392.685,2910.267,2.237,2.374,0.79
23/4/2022,21933206,0,26509.714,196614,145,157.571,324893.374,0,392.685,2912.414,2.148,2.334,0.78
24/4/2022,21933206,0,26509.714,196744,130,153.286,324893.374,0,392.685,2914.34,1.926,2.271,0.76
25/4/2022,21978198,44992,32937.143,196873,129,147.286,325559.834,666.46,487.893,2916.251,1.911,2.182,0.75
26/4/2022,21994809,16611,18695,196997,124,142.571,325805.89,246.056,276.926,2918.088,1.837,2.112,0.74
27/4/2022,22011920,17111,17411.857,197130,133,139,326059.353,253.463,257.919,2920.058,1.97,2.059,0.74
28/4/2022,22025925,14005,16630.857,197260,130,134.571,326266.807,207.454,246.35,2921.984,1.926,1.993,0.74
29/4/2022,22038340,12415,15019.143,197367,107,128.286,326450.709,183.902,222.476,2923.569,1.585,1.9,0.74
30/4/2022,22038340,0,15019.143,197474,107,122.857,326450.709,0,222.476,2925.153,1.585,1.82,0.74
